CARMA,Name,Name,Name,Name,Fueltype,Fueltype,Fueltype,Fueltype,Technology,Technology,Technology,Technology,Set,Set,Set,Set,Country,Country,Country,Country,Capacity,Capacity,Capacity,Capacity,Efficiency,Efficiency,Efficiency,Efficiency,Duration,Duration,Duration,Duration,Volume_Mm3,Volume_Mm3,Volume_Mm3,Volume_Mm3,DamHeight_m,DamHeight_m,DamHeight_m,DamHeight_m,StorageCapacity_MWh,StorageCapacity_MWh,StorageCapacity_MWh,StorageCapacity_MWh,DateIn,DateIn,DateIn,DateIn,DateRetrofit,DateRetrofit,DateRetrofit,DateRetrofit,DateMothball,DateMothball,DateMothball,DateMothball,DateOut,DateOut,DateOut,DateOut,lat,lat,lat,lat,lon,lon,lon,lon,EIC,EIC,EIC,EIC,projectID,projectID,projectID,projectID
,CARMA,ENTSOE,GEO,JRC,CARMA,ENTSOE,GEO,JRC,CARMA,ENTSOE,GEO,JRC,CARMA,ENTSOE,GEO,JRC,CARMA,ENTSOE,GEO,JRC,CARMA,ENTSOE,GEO,JRC,CARMA,ENTSOE,GEO,JRC,CARMA,ENTSOE,GEO,JRC,CARMA,ENTSOE,GEO,JRC,CARMA,ENTSOE,GEO,JRC,CARMA,ENTSOE,GEO,JRC,CARMA,ENTSOE,GEO,JRC,CARMA,ENTSOE,GEO,JRC,CARMA,ENTSOE,GEO,JRC,CARMA,ENTSOE,GEO,JRC,CARMA,ENTSOE,GEO,JRC,CARMA,ENTSOE,GEO,JRC,CARMA,ENTSOE,GEO,JRC,CARMA,ENTSOE,GEO,JRC
id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Mareges,Mareges,Mareges,Mareges mareges mareges,Hydro,Hydro,Hydro,Hydro,,,Reservoir,Run-Of-River,PP,PP,PP,Store,France,France,France,France,127.04634914844077,150.0,297.95541401273886,150.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,,,1935.0,,,,,,,,,,,,,,45.4,45.391667,45.391999999999996,45.391709999999996,2.35,2.3641669999999997,2.364,2.36446,[nan],['17W100P100P0328B'],[nan],[nan],['CARMA27194'],['17W100P100P0328B'],['GEO39738'],['H328']
35,Mariselu,Mariselu,Mariselu,Hpp mariselu mărișelu,Hydro,Hydro,Hydro,Hydro,,,Reservoir,Reservoir,PP,PP,PP,Store,Romania,Romania,Romania,Romania,200.7506352640088,219.2,218.18471337579618,221.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,,,1976.0,,,,1976.0,,,,,,,,,,46.7666667,47.029570899999996,46.6679,46.6679,23.6,24.4940939,23.059,23.059,[nan],['30W-CHE-MARI---9'],[nan],[nan],['CARMA27271'],['30W-CHE-MARI---9'],['GEO40987'],['H204']
36,Markersbach,Markersbach,Markersbach,Markersbach markersbach pss markersbach germany,Hydro,Hydro,Hydro,Hydro,,,,Pumped Storage,PP,PP,Store,Store,Germany,Germany,Germany,Germany,913.6894973004302,960.0,909.3385949323329,1045.2,,,,,0.0,0.0,0.0,3.816494450822809,0.0,0.0,0.0,6.3,0.0,0.0,0.0,285.0,0.0,0.0,0.0,3989.0,,,1979.0,,,,1981.0,,,,,,,,,,50.533333299999995,,51.10454,50.51938,12.866666699999998,,13.20174,12.879760000000001,[nan],['11WD8MARK1H----7'],[nan],[nan],['CARMA27280'],['11WD8MARK1H----7'],['GEO44337'],['H13']
37,Mayrhofen zemm,Mayrhofen,Mayrhofen,Mayrhofen mayrhofen,Hydro,Hydro,Hydro,Hydro,,,Reservoir,Reservoir,PP,PP,Store,Store,Austria,Austria,Austria,Austria,300.21226339871276,355.0,340.6050955414013,355.0,,,,,0.0,0.0,0.0,20.845070422535212,0.0,0.0,0.0,6.6,0.0,0.0,0.0,744.0,0.0,0.0,0.0,7400.0,,,1970.0,,,,1970.0,,,,,,,,,,,47.1691898,47.158065,47.158171,,11.8651456,11.850133,11.850272,[nan],['14W-TZMA-KW----N'],[nan],[nan],['CARMA27679'],['14W-TZMA-KW----N'],['GEO45044'],['H115']
38,Melk,Melk,Melk,Melk melk melk,Hydro,Hydro,Hydro,Hydro,,,Run-Of-River,Run-Of-River,PP,PP,PP,Store,Austria,Austria,Austria,Austria,174.64522105542505,187.0,126.73333864274714,187.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1982.0,,,,1982.0,,,,,,,,,,48.2273672512817,48.22647,48.2232,48.223471999999994,15.3318607807159,15.349960000000001,15.3042,15.304143,[nan],['14W-BME-KW-----Q'],[nan],[nan],['CARMA27970'],['14W-BME-KW-----Q'],['GEO45168'],['H261']
39,Messaure,Messaure,Messaure,Messaure messaure messaure,Hydro,Hydro,Hydro,Hydro,,,Run-Of-River,Reservoir,PP,PP,PP,Store,Sweden,Sweden,Sweden,Sweden,396.8022959704725,452.0,299.5515277010387,450.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,,,1963.0,,,,1983.0,,,,,,,,,,66.6066486613458,,66.6855,66.691226,19.8232412338257,,20.3359,20.345341,[nan],['46WPU0000000032W'],[nan],[nan],['CARMA28173'],['46WPU0000000032W'],['GEO42918'],['H71']
40,Midskog,Midskog,Midskog,Midskog vermunt midskog,Hydro,Hydro,Hydro,Hydro,,,Reservoir,Reservoir,PP,PP,PP,Store,Sweden,Sweden,Sweden,Sweden,125.30598820120184,155.0,153.02547770700636,155.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,,,1944.0,,,,1944.0,,,,,,,,,,63.1666667,63.23676560000001,63.2395,63.2411585,15.6,15.2443093,15.2372,15.2339025,[nan],['46WPU0000000048H'],[nan],[nan],['CARMA28366'],['46WPU0000000048H'],['GEO46239'],['H320']
41,Miranda douro,Miranda,Miranda,Miranda,Hydro,Hydro,Hydro,Hydro,,,Run-Of-River,Run-Of-River,PP,PP,PP,Store,Portugal,Portugal,Portugal,Portugal,321.54908861186186,369.0,264.3101715009165,369.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,,,1961.0,,,,1994.0,,,,,,,,,,41.164912,41.4995412,41.4886,41.4886,-7.787033999999999,-6.2712311,-6.2656,-6.2656,[nan],"['16W-MIRANDA----I', '16WMIRANII-----E']",[nan],[nan],['CARMA28657'],"['16W-MIRANDA----I', '16WMIRANII-----E']",['GEO43537'],['H104']
42,Momina klissura,Momina klisu,Momina klisura,Hpp momina klisu momina klisura bulgaria,Hydro,Hydro,Hydro,Hydro,,,Run-Of-River,Reservoir,PP,PP,PP,Store,Bulgaria,Bulgaria,Bulgaria,Bulgaria,107.9023787288127,120.0,81.3262066156666,120.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,254.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,42.216666700000005,,42.2319,42.23193,23.966666699999998,,23.9494,23.949379999999998,[nan],['32W001100100072D'],[nan],[nan],['CARMA29029'],['32W001100100072D'],['GEO42176'],['H416']
43,Monteynard,Monteynard,Monteyard avigonnet,Monteynard monteynard monteyard avigonnet,Hydro,Hydro,Hydro,Hydro,,,Reservoir,Reservoir,PP,PP,PP,Store,France,France,France,France,316.74569239748246,366.0,355.4140127388535,366.0,,,,,0.0,0.0,0.0,212.8415300546448,0.0,0.0,0.0,275.0,0.0,0.0,0.0,153.0,0.0,0.0,0.0,77900.0,,,1963.0,,,,,,,,,,,,,,45.198576,44.9793282,44.961000000000006,44.96118,4.530908,5.7013007999999985,5.689,5.68874,[nan],['17W100P100P02861'],[nan],[nan],['CARMA29247'],['17W100P100P02861'],['GEO39790'],['H105']
44,Regua,Regua,Regua,Regua regua regua,Hydro,Hydro,Hydro,Hydro,,,Run-Of-River,Run-Of-River,PP,PP,PP,Store,Portugal,Portugal,Portugal,Portugal,156.63248525150232,180.0,105.72406860036659,180.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,,,1973.0,,,,1973.0,,,,,,,,,,41.165226000000004,41.1656737,41.1461,41.1461,-7.728369,-7.7867017999999995,-7.74,-7.74,[nan],['16WREGUA-------O'],[nan],[nan],['CARMA36977'],['16WREGUA-------O'],['GEO43541'],['H271']
45,Rhinau,Rhinau,Rhinau,Rhinau rhinau rhinau,Hydro,Hydro,Hydro,Hydro,,,Run-Of-River,Run-Of-River,PP,PP,PP,Store,France,France,France,France,139.92502015800875,152.0,103.01319504651104,152.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,,,1963.0,,,,,,,,,,,,,,48.290503217140596,48.318771000000005,48.284,48.28412,7.664508819580081,7.704565999999999,7.678,7.6772800000000005,[nan],['17W100P100P0304P'],[nan],[nan],['CARMA37190'],['17W100P100P0304P'],['GEO39809'],['H325']
46,Kruonis,Kruoniohae,Kruonis lithuania,Kruonis & extension kruonio khae ha kruonis lithuania,Hydro,Hydro,Hydro,Hydro,,,Pumped Storage,Pumped Storage,PP,PP,Store,Store,Lithuania,Lithuania,Lithuania,Lithuania,696.1443788955659,900.0,851.0056973079015,900.0,,,,,0.0,0.0,0.0,12.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,103.5,0.0,0.0,0.0,10800.0,,,1992.0,,,,1998.0,,,,,,,,,,,54.797444299999995,54.799,54.797866000000006,,24.2503549,24.2475,24.248169,[nan],['41W2128003453ELI'],[nan],[nan],['CARMA23167'],['41W2128003453ELI'],['GEO42161'],['H22']
47,Straumsmo,Straumsmo,Straumsmo kraftverk norway,Straumsmo,Hydro,Hydro,Hydro,Hydro,,,Reservoir,Reservoir,PP,PP,PP,Store,Norway,Norway,Norway,Norway,113.12346157052944,130.0,135.55095541401275,130.0,,,,,0.0,0.0,0.0,14.68615384615385,0.0,0.0,0.0,3.7,0.0,0.0,0.0,229.0,0.0,0.0,0.0,1909.2000000000005,,,1965.0,,,,1965.0,,,,,,,,,,68.7333333,,68.74049000000001,68.740897,18.65,,18.6435,18.653453,[nan],['50WP00000000680O'],[nan],[nan],['CARMA43422'],['50WP00000000680O'],['GEO45727'],['N272']
48,Tismana,Tismana,Tismana motru,Hpp tismana tism tismana motru romania,Hydro,Hydro,Hydro,Hydro,,,Reservoir,Reservoir,PP,PP,PP,Store,Romania,Romania,Romania,Romania,94.84967162452084,104.8,104.64968152866243,104.8,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,,,1982.0,,,,1982.0,,,,,,,,,,,45.049929600000006,45.0444,45.0444,,22.9458871,22.9472,22.9472,"[nan, nan]",['30W-CHE-TISM---J'],[nan],[nan],"['CARMA45545', 'CARMA45546']",['30W-CHE-TISM---J'],['GEO40982'],['H493']
49,Torrao,Torrao,Torrao,Torrão torrao torrao,Hydro,Hydro,Hydro,Hydro,,,Pumped Storage,Pumped Storage,PP,PP,Store,Store,Portugal,Portugal,Portugal,Portugal,121.82526630672402,140.0,138.05203534105956,140.0,,,,,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,980.0,,,1988.0,,,,1988.0,,,,,,,,,,41.088066999999995,38.2945393,41.0965,41.097355,-8.233792,-8.2238261,-8.2631,-8.261137,[nan],['16WTORRAO------V'],[nan],[nan],['CARMA45947'],['16WTORRAO------V'],['GEO43573'],['H358']
50,Traengslet,Trängslet,Trängslet,Trängslet trangslet trängslet,Hydro,Hydro,Hydro,Hydro,,,Reservoir,Reservoir,PP,PP,PP,Store,Sweden,Sweden,Sweden,Sweden,295.5132888411677,330.0,325.79617834394907,330.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880.0,0.0,0.0,0.0,125.0,0.0,0.0,0.0,0.0,,,1960.0,,,,1960.0,,,,,,,,,,61.4,61.376461600000006,61.3811,61.38164499999989,13.7,13.7216033,13.7312,13.731379,[nan],['46WPU0000000018Q'],[nan],[nan],['CARMA46137'],['46WPU0000000018Q'],['GEO44342'],['H126']
51,Turlough,Turlough hill,Turlough hill tomaneena,Turlough hill turlough hill unit turlough hill tomaneena ireland,Hydro,Hydro,Hydro,Hydro,,,Pumped Storage,Pumped Storage,PP,PP,Store,Store,Ireland,Ireland,Ireland,Ireland,254.09269829688154,392.0,276.10407068211913,292.0,,,,,0.0,0.0,0.0,6.164383561643835,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,,,1974.0,,,,1974.0,,,,,,,,,,53.097222200000004,53.024167000000006,53.0242,53.028055599999995,-6.1736111,-6.4163888999999985,-6.4164,-6.3930555999999905,[nan],['47W0000000001699'],[nan],[nan],['CARMA46660'],['47W0000000001699'],['GEO43943'],['H119']
52,Valeira,Valeira,Valeira,Valeira valeira valeira,Hydro,Hydro,Hydro,Hydro,,,Run-Of-River,Run-Of-River,PP,PP,PP,Store,Portugal,Portugal,Portugal,Portugal,208.84331366866974,240.0,146.3871719081999,240.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1975.0,,,,1977.0,,,,,,,,,,,38.641932000000004,41.1605,41.1605,,-7.9964499999999985,-7.3742,-7.3742,[nan],['16WVALEIRA-----B'],[nan],[nan],['CARMA47587'],['16WVALEIRA-----B'],['GEO43540'],['H185']
53,Vargfors,Vargfors,Vargfors,Vargfors vargfors vargfors,Hydro,Hydro,Hydro,Hydro,,,Run-Of-River,Reservoir,PP,PP,PP,Store,Sweden,Sweden,Sweden,Sweden,118.3445444122462,131.0,90.81426405416104,131.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,,,1961.0,,,,2009.0,,,,,,,,,,64.9120576707449,65.0178502,65.02171,65.0222165,19.481527805328398,19.6899033,19.685779999999998,19.682859,[nan],['46WPU0000000040X'],[nan],[nan],['CARMA47780'],['46WPU0000000040X'],['GEO46255'],['H392']
54,Vidraru,Vidraru,Vidraru,Hpp vidraru corb vidraru romania,Hydro,Hydro,Hydro,Hydro,,,Reservoir,Reservoir,PP,PP,PP,Store,Romania,Romania,Romania,Romania,191.4397041962806,219.4,217.19745222929936,220.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,469.0,0.0,0.0,0.0,166.0,0.0,0.0,0.0,0.0,,,1966.0,,,,,,,,,,,,,,,45.39648529999999,45.3667,45.3667,,24.6224249,24.6307,24.6307,[nan],['30W-CHE-CORB---Q'],[nan],[nan],['CARMA48125'],['30W-CHE-CORB---Q'],['GEO40980'],['H213']
55,Vietas,Vietas,Vietas,Vietas vietas vietas,Hydro,Hydro,Hydro,Hydro,,,Reservoir,Reservoir,PP,PP,PP,Store,Sweden,Sweden,Sweden,Sweden,287.1595562944209,325.0,320.859872611465,330.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5900.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,,,1971.0,,,,1972.0,,,,,,,,,,66.95926996026961,67.4846464,67.49314,67.493432,19.8207092285156,18.356420800000002,18.35494,18.353512,[nan],['46WPU0000000027P'],[nan],[nan],['CARMA48140'],['46WPU0000000027P'],['GEO46242'],['H127']
56,Visegrad,He visegrad,Visegrad herzegovina,Visegrad visegrad,Hydro,Hydro,Hydro,Hydro,,,Reservoir,Reservoir,PP,PP,PP,Store,Bosnia and Herzegovina,Bosnia and Herzegovina,Bosnia and Herzegovina,Bosnia and Herzegovina,274.106849190129,315.0,310.9872611464968,315.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0,0.0,0.0,0.0,79.5,0.0,0.0,0.0,0.0,,,1989.0,,,,1989.0,,,,,,,,,,43.7847222,43.78344990000001,43.760324,43.759997999999996,19.299166699999997,19.2934517,19.289053,19.289,[nan],['36W-HE-VISEGRADJ'],[nan],[nan],['CARMA48385'],['36W-HE-VISEGRADJ'],['GEO44765'],['H140']
57,Vogelgrun,Vogelgrun,Vogelgrun,Vogelgrun vogelgrun,Hydro,Hydro,Hydro,Hydro,,,,Run-Of-River,PP,PP,PP,Store,France,France,France,France,121.82526630672402,140.5,122.17333849617181,280.5,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1958.0,,,,1958.0,,,,,,,,,,48.017831492150705,48.012656,48.02007051492001,48.02015,7.52795219421387,7.573436,7.574257850647,7.573965,[nan],['17W100P100P0311S'],[nan],"[nan, nan]",['CARMA48468'],['17W100P100P0311S'],['GEO5953'],"['H364', 'H354']"
58,Vouglans,Vouglans,Vouglans,Vouglans vouglans vouglans,Hydro,Hydro,Hydro,Hydro,,,Reservoir,Reservoir,PP,PP,PP,Store,France,France,France,France,250.61197640240368,285.0,542.9936305732483,285.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,592.4,0.0,0.0,0.0,130.0,0.0,0.0,0.0,0.0,,,1968.0,,,,1972.0,,,,,,,,,,46.403480233774005,46.485,46.397,46.39734,5.648860931396481,5.680833,5.666,5.66556,[nan],['17W100P100P0301V'],"[nan, nan]",[nan],['CARMA48562'],['17W100P100P0301V'],"['GEO45927', 'GEO39796']",['H167']
59,Waldeck,Waldeck,Waldeck,Waldeck bringhausen waldeck waldeck germany,Hydro,Hydro,Hydro,Hydro,,,Pumped Storage,Pumped Storage,PP,PP,Store,Store,Germany,Germany,Germany,Germany,603.9052486919034,480.0,586.2483692565544,580.0,,,,,0.0,0.0,0.0,6.656896551724138,0.0,0.0,0.0,5.136,0.0,0.0,0.0,620.0,0.0,0.0,0.0,3861.0,,,1932.0,,,,2006.0,,,,,,,,,,51.2061843301604,51.207626899999994,51.1655,51.1665695,9.06286239624023,9.0646516,9.0444,9.046465999999999,[nan],['11WD2W2--0002757'],"[nan, nan]","[nan, nan]",['CARMA48779'],['11WD2W2--0002757'],"['GEO44355', 'GEO44356']","['H74', 'H357']"
60,Wallsee mitterkirchen,Wallsee mitterkirchen,Wallsee mitterkirchen,Wallsee mitterkirchen wallsee mitterkirchen wallsee mitterkirchen,Hydro,Hydro,Hydro,Hydro,,,Run-Of-River,Run-Of-River,PP,PP,PP,Store,Austria,Austria,Austria,Austria,184.82633259677274,210.0,142.32086157741657,210.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1968.0,,,,1968.0,,,,,,,,,,,48.18848819999999,48.16656,48.166415,,14.6954992,14.6953,14.695103,[nan],['14W-BWM-KW-----L'],[nan],[nan],['CARMA48817'],['14W-BWM-KW-----L'],['GEO45166'],['H225']
61,Wloclawek,Włocławek,Wloclawek,Włocławek wloclawek wloclawek,Hydro,Hydro,Hydro,Hydro,,,Reservoir,Reservoir,PP,PP,PP,Store,Poland,Poland,Poland,Poland,139.40291187383704,157.0,158.1592356687898,162.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,,,1970.0,,,,1970.0,,,,,,,,,,52.648167000814105,52.6483303,52.6564,52.6564,19.0678024291992,19.0677357,19.1339,19.1339,[nan],['19W000000000004M'],[nan],[nan],['CARMA49991'],['19W000000000004M'],['GEO42469'],['H301']
62,Ybbs persenberg,Ybbs persenbeug,Ybbs persenburg,Ybbs persenbeug ybbs persenbeug ybbs persenburg,Hydro,Hydro,Hydro,Hydro,,,Run-Of-River,Run-Of-River,PP,PP,PP,Store,Austria,Austria,Austria,Austria,210.75771071063255,236.5,160.28039887170962,254.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1959.0,,,,1959.0,,,,,,,,,,,48.1764209,48.18916,48.189357,,15.0820859,15.0682,15.0677549999999,[nan],['14W-BYP-KW-----6'],[nan],[nan],['CARMA50630'],['14W-BYP-KW-----6'],['GEO45167'],['H174']
63,Zarnowiec,Żarnowiec,Zarnowiec,Żarnowiec zarnowiec zarnowiec,Hydro,Hydro,Hydro,Hydro,,,Pumped Storage,Pumped Storage,PP,PP,Store,Store,Poland,Poland,Poland,Poland,626.5299410060093,716.0,677.0223103027305,716.0,,,,,0.0,0.0,0.0,8.379888268156424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.3,0.0,0.0,0.0,6000.0,,,1983.0,,,,2006.0,,,,,,,,,,54.7877204055916,54.78741579999999,54.7225,54.722272,18.085041046142603,18.0856717,18.0825,18.082356,[nan],['19W0000000002418'],[nan],[nan],['CARMA50891'],['19W0000000002418'],['GEO42483'],['H36']
64,Zlatolicje,He zlatoličje,Zlatolicje poqwer,Zlatoličje zlatolicje poqwer zlatolicje poqwer,Hydro,Hydro,Hydro,Hydro,,,Reservoir,Run-Of-River,PP,PP,PP,Store,Slovenia,Slovenia,Slovenia,Slovenia,125.30598820120184,126.0,142.1656050955414,114.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,,,1969.0,,,,2007.0,,,,,,,,,,46.5547222,46.4541867,46.448,46.44793,15.646666699999999,15.793926800000001,15.787,15.7869299999999,[nan],['28W-G-000000090J'],[nan],[nan],['CARMA51038'],['28W-G-000000090J'],['GEO44864'],['H448']
65,Zydowo,Żydowo,Zydowo,Żydowo zydowops zydowo,Hydro,Hydro,Hydro,Hydro,,,Pumped Storage,Pumped Storage,PP,PP,Store,Store,Poland,Poland,Poland,Poland,130.52707104291858,157.0,142.77984477054792,157.0,,,,,0.0,0.0,0.0,42.038216560509554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6600.0,,,1971.0,,,,1971.0,,,,,,,,,,52.550118999999995,54.0424371,54.024965,54.0216713,16.752855,16.7161915,16.7069,16.7385445,[nan],['19W0000000002426'],[nan],[nan],['CARMA51126'],['19W0000000002426'],['GEO42470'],['H315']
66,Agras,Agras,Agras,Agras agras agras greece,Hydro,Hydro,Hydro,Hydro,,,Run-Of-River,Run-Of-River,PP,PP,PP,Store,Greece,Greece,Greece,Greece,43.50902368097287,50.0,33.88591942319442,50.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1954.0,,,,1954.0,,,,,,,,,,40.805,40.8058655,40.8068,40.8068,22.000555600000002,22.0032706,22.0215,22.0215,[nan],['29WYISAGRA-----I'],[nan],[nan],['CARMA412'],['29WYISAGRA-----I'],['GEO42788'],['H842']
67,Svartisen,Svartisen,Svartisen norway,Svartisen,Hydro,Hydro,Hydro,Hydro,,,Reservoir,Reservoir,PP,PP,PP,Store,Norway,Norway,Norway,Norway,304.5631657668101,720.0,592.3566878980891,600.0,,,,,0.0,0.0,0.0,8116.39,0.0,0.0,0.0,3506.0,0.0,0.0,0.0,543.0,0.0,0.0,0.0,4869834.0,,,1993.0,,,,2011.0,,,,,,,,,,66.8166667,66.6333333,66.7263,66.724624,13.9666667,14.0,13.9136,13.941961,[nan],['50WP00000000695B'],[nan],[nan],['CARMA43936'],['50WP00000000695B'],['GEO45740'],['N250']
68,Stratos,Stratos,Stratos,Stratos,Hydro,Hydro,Hydro,Hydro,,,Reservoir,Reservoir,PP,PP,PP,Store,Greece,Greece,Greece,Greece,136.35728021616893,150.0,154.70382165605093,157.0,,,,,0.0,0.0,0.0,6.369426751592357,0.0,0.0,0.0,160.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,1000.0,,,1988.0,,,,1989.0,,,,,,,,,,38.6213889,38.667389299999996,38.676,38.675902,21.4077778,21.316838699999998,21.3233,21.324595000000002,[nan],['29WYISSTRATOU-IV'],[nan],"[nan, nan]",['CARMA43419'],['29WYISSTRATOU-IV'],['GEO42800'],"['H331', 'H1880']"
69,Riga hpp,Riga,Riga latvia,Riga hpp,Hydro,Hydro,Hydro,Hydro,,,Reservoir,Run-Of-River,PP,PP,PP,Store,Latvia,Latvia,Latvia,Latvia,349.81255039502184,402.0,396.8789808917197,402.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.2,0.0,0.0,0.0,0.0,,,1974.0,,,,1974.0,,,,,,,,,,56.9460041154056,56.94964870000001,56.852,56.9460041154056,24.1058921813965,24.1051865,24.2724,24.1058921813965,[nan],['43W-RIG-HPP----1'],[nan],[nan],['CARMA37317'],['43W-RIG-HPP----1'],['GEO42158'],['H90']
70,Strasbourg,Strasbourg,Strasbourg,Strasbourg strasbourg strasbourg,Hydro,Hydro,Hydro,Hydro,,,Run-Of-River,Run-Of-River,PP,PP,PP,Store,France,France,France,France,152.12495039815352,147.8,95.55829277340827,147.8,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,,,1970.0,,,,,,,,,,,,,,48.58342112872371,48.5734053,48.526,48.52561,7.74295806884766,7.752111299999998,7.797000000000001,7.794560000000001,[nan],['17W100P100P0308H'],[nan],[nan],['CARMA43408'],['17W100P100P0308H'],['GEO39811'],['H339']
71,Ritsem,Ritsem,Ritsem hydro,Ritsem ritsem ritsem hydro,Hydro,Hydro,Hydro,Hydro,,,Reservoir,Reservoir,PP,PP,PP,Store,Sweden,Sweden,Sweden,Sweden,278.45775155822633,320.0,296.1783439490446,304.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,173.0,0.0,0.0,0.0,0.0,,,1978.0,,,,1978.0,,,,,,,,,,66.95926996026961,67.7225771,67.732,67.729796,19.8207092285156,17.4683965,17.49,17.4849399999999,[nan],['46WPU0000000026R'],[nan],[nan],['CARMA37535'],['46WPU0000000026R'],['GEO46077'],['H137']
72,Roncovalgrande delio,Roncovalgrande,Roncovalgrande,Roncovalgrande roncovalg ps roncovalgrande italy,Hydro,Hydro,Hydro,Hydro,,,Pumped Storage,Pumped Storage,PP,PP,Store,Store,Italy,Italy,Italy,Italy,870.1804736194573,1000.0,960.690876072031,1016.0,,,,,0.0,0.0,0.0,17.421259842519685,0.0,0.0,0.0,10.0,0.0,0.0,0.0,736.25,0.0,0.0,0.0,17700.0,,,1973.0,,,,1973.0,,,,,,,,,,46.043569724682996,46.0675885,46.0702,46.067588,8.734130859375,8.731877800000001,8.7339,8.731877,[nan],['26WIMPI-S03RNCVS'],[nan],[nan],['CARMA37903'],['26WIMPI-S03RNCVS'],['GEO45431'],['H15']
73,Rosshag,Rosshag,Rosshag,Rosshag rosshag rosshag,Hydro,Hydro,Hydro,Hydro,,,Pumped Storage,Reservoir,PP,PP,Store,Store,Austria,Austria,Austria,Austria,201.8818698797141,231.0,218.42479564236137,231.0,,,,,0.0,0.0,0.0,1433.3333333333333,0.0,0.0,0.0,126.5,0.0,0.0,0.0,131.0,0.0,0.0,0.0,331100.0,,,1972.0,,,,1971.0,,,,,,,,,,47.0833333,,47.086589000000004,47.086876000000004,11.766666699999998,,11.773926,11.774061,[nan],['14W-TZR-KW-----I'],[nan],[nan],['CARMA38019'],['14W-TZR-KW-----I'],['GEO45043'],['H194']
